B,84.15496618611002
B,84.30800992535882
D,63.30883665568207
B,53.846024747278626
C,74.40483615024223
A,95.09339026836358
A,20.357112574682837
A,96.1907773923881
D,74.95329142917053
C,19.298734370842034
A,9.976432718458943
A,12.318695505040466
D,52.99846513973201
C,35.23935399436851
D,10.948436004426842
B,72.7771846987819
A,49.60852695765267
B,7.912673845855122
D,41.86309804218413
A,3.3333771951010465
B,23.240444796903656
B,44.738191372868485
D,67.14929291209646
C,68.53551394993222
A,71.9679632107116
B,76.23760931747509
B,56.84856992949413
A,77.22612762719102
B,19.00766924577913
D,3.794195269728165
