A,31.792502425287957
A,1.506747454173233
B,93.18530649007502
A,9.688299968917923
A,62.73309234557339
B,45.88301805957251
B,21.952852682762973
B,89.7622789546976
C,66.79636798478427
D,13.400816459643718
C,30.420023435930577
D,3.2942028729938255
A,77.64746078608914
C,59.79328865077576
C,54.01818080507532
C,59.71442624528322
C,64.52580925917299
A,64.24987100882925
D,42.7566277679028
B,73.02296126287028
D,17.911172183018845
D,68.82439720331303
D,96.12134351818538
C,67.41820844763096
C,43.97571163561895
B,38.7148312089622
C,13.774409148160391
D,72.14846183964572
A,27.767236362747393
C,51.9072555238754
