C,71.93462656058746
B,3.2496039560450027
C,53.68194605174228
B,10.194411266225261
C,44.647525464842154
A,28.046884885199145
C,72.58080986212444
A,4.572246944721854
C,52.94533046460292
D,64.89752624871858
A,7.634680573402832
B,51.763851608317026
C,49.44728733731068
B,41.97912347677376
B,2.66673573947254
B,3.9676121515384533
D,15.5876874524035
D,76.87569456776177
C,40.094469457824864
C,24.894205349752333
A,71.057522101888
C,60.88062580402082
C,69.54515006683535
D,61.5437084680153
D,14.180909565251318
D,59.851273916768996
B,97.3283893883241
B,56.31084082117743
A,3.252615625073301
C,86.74570605026076
