C,82.53731943645252
A,30.948788798195245
A,46.78691377363814
D,12.589104062605934
A,77.43553572516133
D,71.5772815552011
C,78.86319657724778
A,90.57729101517977
D,76.64894639872072
C,88.85836407067457
D,89.69598965614307
B,99.48239149224581
A,13.940959500113804
C,36.16905638295833
C,22.556739235657105
C,74.81569248954509
C,87.12550684161943
B,59.514242296500626
C,68.72628722747505
A,20.88421995242781
A,77.32556334771817
B,64.46457849470477
B,49.774076775237305
D,84.56692237825108
D,77.38533299630882
C,56.60819744860803
D,3.392496452139283
B,82.59290392058476
B,31.796975884638936
D,30.600096744287402
